text,ground_truth,predicted_label,confidence (%)
"Entertainment industry analysts observe a distinct shift in consumer preferences toward serialized television dramas. According to the Nielsen Company's 2015 U.S. TV Ratings Report, the average daily audience for scripted cable dramas in the primetime hours of Monday through Friday — the most important time for TV viewers — increased by 14% in the three and six months ending in March 2015 compared to the same period in 2014, while nonfiction series saw a 13% increase and reality programs saw a 21% increase.

The trend toward serialized shows is not new. Indeed, the trend has been going on for two decades. However, serialized TV dramas are still predominantly distributed on cable television, where the industry has yet to achieve significant success.

According to the 2015 U.S. TV Ratings Report, the total viewership of scripted cable dramas on traditional cable rose 0.3% during the 2013-14 season, while nonfiction and reality programs saw year-over-year gains of 1.0% and 2.7%, respectively. This makes it difficult for cable operators to compete successfully",Serious / Formal,LABEL_1,82.52%
"The thematic consistency observed throughout the director's filmography reinforces their distinct artistic auteur status. His work in these films would go on to become the definitive work of his cinematic universe, cementing his place as a filmmaker to be reckoned with in the history of Hollywood and cinema alike.


Pacing, storytelling, and narrative structure throughout the film are generally spot-on, as are the actors' performance quality. The film has a strong character arc of its own that drives it through, and is one of the longest films of the director's career. Despite it's length, the story carries the weight and intensity of the rest of the franchise and it maintains its momentum throughout the film and its conclusion. There are three memorable turns for the film as it progresses with the characters and their respective arcs. The action sequences are of a very high standard throughout the film's run time. The visual aspect of it is also on point, and the effects utilized throughout the film provide the foundation for them. The music and soundtrack work well to enhance the entire experience that the film provides. The overall score",Serious / Formal,LABEL_1,77.25%
"A comprehensive critique of the screenplay reveals a complex architectural framework underlying the dialogue. While the film clearly has a visual style influenced by early Hollywood in its visual storytelling, as revealed in its interiors and other set design, the film would nonetheless have benefited greatly from an in-depth exploration of the architecture of the film. In this way, the film is not only a commentary on architectural design; it is also a commentary on the state of the film industry.

Architectural details include the fact that the city of Gilead was built and was populated using a form of geology known as ""subterranean development"" wherein all the buildings are constructed in layers, and is divided by the city's central plaza into a vast array of architectural elements and motifs. Similarly, the city of New York is a combination of many different elements including architectural elements, and is divided into various levels.

The film also features references to the classic architectural film noir films, such as The Dirty Dozen. The film plays with this classic trope to show how many of",Serious / Formal,LABEL_1,82.18%
"The economic performance of independent films relies heavily on critical reception at international film festivals.

While Netflix has been criticized for offering viewers very little reason or value for its subscriptions, Netflix has shown in both of its recent original films from directors like J.J. Abrams and Steven Spielberg that it can be a good fit for independent, high-quality film-makers.

Netflix's streaming original film releases so far this year

""I knew I needed an agent and that I wanted to be a working filmmaker, but I didn't know what exactly that meant,"" said Hader.

But with the help of his agent and Netflix, he found out just how much he was prepared to sacrifice. ""What is that? What is that? That is everything.""

The first Netflix film, ""Wet Hot American Summer: First Day of Camp,"" premiered July 27 and was a breakout success. It topped a combined six critics polls and set several Netflix records, including the first streaming film to reach 1 million worldwide views after three days.

""Wet",Serious / Formal,LABEL_1,79.44%
"Television networks are increasingly allocating high budgets to produce premium, limited-run documentary series. These projects are becoming a cornerstone for content development as the audience grows increasingly sophisticated about high-quality documentary content. They are also a vital way of engaging with the public, building awareness for the work of the networks and the companies behind them.

We are pleased to be supporting this important development through the new channel and accompanying blog. We hope it will play a significant role in fostering the growth of this vibrant new television series genre. We look forward to continuing the conversation and creating innovative content for this type of series in the future.

To learn more about this and related programs, subscribe here to the blog channel and check out the new channel for new content on tvprograms.info

The new channel (formerly The Daily Program)

If you're already a subscriber and want to continue the service, you can click here to subscribe.

If you're a subscriber and want to renew, or would like to visit again, please follow these instructions.

Our New",Serious / Formal,LABEL_1,83.06%
"An objective evaluation of the performance notes an exceptional execution of dramatic tension by the lead actor. His performance was as good as it can get. Not too many films can give such good performance and the acting ability. There was no flaw in the script. As a matter of fact the plot was rather clever. It created enough drama and excitement. One could have used the same plot in ""Hitchhiker's Guide to the Galaxy"" or even ""The Lord of the Rings"" (for those who watched it in the trilogy version.)


The score by Hans Zimmer was brilliant. One could easily imagine the movie from the music alone, it was a piece of art. Even his direction of the film wasn't bad. Just what a terrific director Zimmer, an Englishman, can do! And that is a big step up from what Steven Spielberg brought to the table when he directed the film ""Jaws"". I believe that the film itself would have performed even better by using a British director. And even though the film is good, it didn't win many awards. I remember that",Serious / Formal,LABEL_1,82.18%
"The structural integrity of a film's third act dictates its overall thematic and narrative success among critics.

However, critics can't be relied upon to look solely at the film at hand. In fact, many film critics and writers aren't even moviegoers themselves. While moviegoers pay the bill, critics are tasked with deciding whether or not this new and innovative film will be deemed successful by their fellow cinema-goers.

In the early years of film criticism, filmmakers felt a need to make sure that the films they were releasing were of a consistent high quality. It would have been unthinkable for the producers of a movie like Gone with the Wind to release a film with terrible acting performance, poor direction, dull storylines, and poor script.

With the rise of the Golden Age of Hollywood, directors became encouraged not only to create films that would appeal to the masses, but also that they would be rewarded handsomely for doing so. Film critics today are much like Hollywood's greatest producers in that they want to promote their films beyond their own hometowns.

The rise of the",Serious / Formal,LABEL_1,72.36%
"The successful installation of enterprise software requires rigorous compatibility verification with the underlying operating system. For instance, if you have a system with embedded operating system firmware, to access the underlying hardware you need to use a specific driver. We strongly recommend that you verify and install drivers for all the system components you use in production.

The following chart lists the required kernel and driver versions that your systems must have for your enterprise application to continue working in production. Keep in mind that this is for the system software (kernel, network drivers and hardware drivers) and does not include software used by the database or the database server.",Serious / Formal,LABEL_1,68.31%
"A technical overview of cloud storage architecture emphasizes data redundancy and end-to-end encryption protocols. All data is stored at different locations, making it more difficult to locate and access. This is an ideal storage environment for web sites, because data is automatically replicated between remote locations, ensuring that it cannot be lost. Cloud providers offer services that let users manage their files, including backups, copies and synchronization.

The ability to securely store vast amounts of information on a remote server has made the cloud a popular way to hold and retrieve this information, particularly useful in cases where access to personal data would be limited. Cloud services can also be used to protect the confidentiality of information. A system for encrypted email and confidential documents has become popular, in particular because these tools keep personal information more secure than any other type of communication.

Virtual Reality

Virtual reality technology is revolutionizing today's businesses. Since the first VR device was released in 1987, the technology has matured into a variety of applications, including personal virtual reality systems, gaming, communication, and professional training. In 2015, for the",Serious / Formal,LABEL_1,79.10%
"Optimizing file system configurations prevents data fragmentation and ensures rapid read and write execution times.

Intel® Dynamic Charge Eliminates power loss during exercise, while also reducing energy waste.

Intel® Stable Image Platform Program (SIPP) Intel® Stable Image Platform Program (Intel® SIPP) can help your company identify and deploy standardized, stable image PC platforms for at least 15 months.

Intel® AES New Instructions Intel® AES New Instructions (Intel® AES-NI) are a set of instructions that enable fast and secure data encryption and decryption. AES-NI are valuable for a wide range of cryptographic applications, for example: applications that perform bulk encryption/decryption, authentication, random number generation, and authenticated encryption.

Secure Key Intel® Secure Key consists of a digital random number generator that creates truly random numbers to strengthen encryption algorithms.

Intel® Software Guard Extensions (Intel® SGX) Intel® Software Guard Extensions (Intel® SGX) provide applications the ability to create hardware enforced trusted execution protection for their applications' sensitive routines",Serious / Formal,LABEL_1,64.89%
"The implementation of automated backup systems protects critical infrastructure from catastrophic data loss. In addition to providing a reliable back-up strategy in the event of a catastrophic incident, it also ensures the availability of systems, networks, and assets for other users.

Manageability

With a robust automation platform, IT administrators gain greater control over how the backup processes run. Administrators do not have to manage the software on the backup system. It runs as a remote agent and supports backup, recovery and recovery to the storage server (using the software in the backup agent), and replication to other servers.

The solution also features automated monitoring via the management interface. With it, administrators can access advanced data about the backup process and the backups that are currently in progress. Administrators of backup systems can perform a variety of actions at the backup agent, including change the storage server for backup or recover data from a remote file shares.

Architecture

The BackupAgent™ Appliance is designed to be used alongside the BackupAgent™ Platform. The BackupAgent™",Serious / Formal,LABEL_1,80.47%
"A systematic approach to software troubleshooting involves isolating error logs and verifying dependencies. These methods are similar in many ways to what you might do when diagnosing hardware problems, only the software is your computer.

A systematic approach to software troubleshooting involves isolating error logs and verifying dependencies. These methods are similar in many ways to what you might [learn more].

Systematic error logging and testing is similar to any other quality assurance (QA) procedures. The idea is simple, and the results are often quite amazing. But just like any QA system, these tests must be thoroughly vetted by the development team and approved by the customer. If you don't have systematic error logging and testing procedures in place, then you are missing the most important step in the software development process: the design step.

When you design a software system, you must first define the behavior of that software; for most software, this is the business rules you must follow and the system must perform the specific functions defined in the business rules. This involves defining how the system works",Serious / Formal,LABEL_1,71.68%
"Network administrators must configure access control lists to secure confidential files stored on local servers.

Security Requirements

Administrators must use strict permissions and permission masks:

System administration

Access to file system files must be allowed only in the file owner group.

All users must have sufficient privileges to access system resources.

The system administrator's security account must be privileged.

User accounts other than the system administrator's must be logged off as soon as possible.

Security Features

The following security features must be enabled to protect files:

Full access control lists

Read-only properties

All file access, modification and deletion restrictions

Permissions

The following restrictions must be enforced:

File system users, administrators and special users must have appropriate privileges to access system resources.

All users must have sufficient privileges to access the file system.

Group memberships must be restricted between administrators and all other users. Note The group membership requirement is no longer considered relevant; instead, groups are now defined as a",Serious / Formal,LABEL_1,74.71%
"The migration of legacy databases to cloud environments demands precise schema mapping and validation testing.

The migration of legacy databases to cloud environments requires precise schema mapping and validation testing. It's easy to get ""stuck"" in legacy design and implementation without understanding the new requirements.

Many of our users find our tools and resources more useful when they are used with a well thought-through roadmap of features and their corresponding features in the next version of DBAs.

Many of our users find our tools and resources more useful when they are used with a well thought-out roadmap of features and their corresponding features in the next version of DBAs. Our roadmap, along with our software development practices, is well-tested against existing customer data sets.

Our roadmap, along with our software development practices, is well-tested against existing customer data sets. Customers appreciate the quality of the solutions we provide because they are built by people who understand the business and how they use our products.

Our customers appreciate the quality of the solutions we provide because they are built by people",Serious / Formal,LABEL_1,78.37%
"A comprehensive guide to command-line operations details the syntax required for bulk file permission modification. The following operations are covered:

Permission modification

Access control

File system access

File permission changes

Bulk actions

The guide covers permissions, access control, file system access, and some useful commands on the command-line. Use the commands listed here when developing or configuring your own file-system operations.

If you are already using one of the commands on the Command Prompt page, refer to the article series Introduction to Command Prompt and Command Line Usage for a brief introduction to each command.

If you have any feedback on how to improve the information on this page, please leave a comment here or send a link to feedback@sprytv.com.",Serious / Formal,LABEL_1,81.40%
"Software developers emphasize the necessity of clean code documentation to streamline subsequent updates and patches. Although coding manuals exist for many programming languages, none appear to be used as widely or aggressively as those for Python. I've come across a few, but those resources all require some prior knowledge or are quite expensive.

Here's a sample documentation template with some examples and notes. If you write a Python application with this template, I'd appreciate your version's feedback. Thanks!",Serious / Formal,LABEL_1,52.98%
"The architecture of distributed software systems relies on robust application programming interfaces for seamless integration.

Software development in a distributed setting often requires extensive use of a rich set of programming tools from which we can take advantage of features that support software quality assurance, automated testing, and other development efforts related to production releases that benefit the entire team.

For example, the distributed nature of software development means that when software is published, it is typically built with a set of components (or components) that are not all necessarily part of the same version, for reasons of quality. These components in turn are distributed in a way that allows the developer to develop and test them individually using an existing and readily accessible process, thereby providing the best of both worlds, flexibility and reliability, all in an efficient way in terms of time and cost. A set of tools for software quality assurance, code management, testing, version control, and other software development tasks is an essential building block for a successful distributed software system architecture .

This topic will focus on a particular type of testing that is important for distributed",Serious / Formal,LABEL_1,79.10%
"The intricate mechanics of modern role-playing games require complex computational balancing of player attributes. There is a wealth of research in this area and a growing focus on automated, intelligent, and distributed software systems for game simulation that can automatically and efficiently manage such balancing. The challenges on the horizon are to apply these principles to game design in an efficient and cost-effective way. This course will introduce some of the basic techniques that have been proven to be useful in these settings, from basic statistical analysis to efficient decision planning. A goal is to allow students to use their learning to build a better understanding of the role-playing game industry and of their own abilities.

CS 6001 Introduction to Artificial Intelligence We study algorithms for reasoning about problems using a variety of techniques. In particular, we apply computer vision and language to study problem solving and problem-solving agents. Using a mix of classical, symbolic, and probabilistic approaches, we study how the properties of natural languages produce reliable rules for reasoning under uncertainty in reasoning tasks such as game playing, problem-solving, and human-",Serious / Formal,LABEL_1,65.97%
"An analytical review of the indie gaming sector reveals a strong reliance on crowdsourced funding mechanisms. Despite this, developers are increasingly using proprietary crowdfunding platforms on which they have a higher control. At the same time, the indie game market is becoming increasingly saturated and developers no longer have the resources to create and distribute their own products.

Crowdfunding provides an attractive alternative for independent game developers because it allows them to target a large audience. With this in mind, game developers are also increasingly using Kickstarter and Indiegogo to raise more resources for their projects.

This trend also includes the emergence of crowd-based initiatives that include game sharing platforms like Gamejolt and Kongregate. A small game development studio with $2,000 that has just completed a very ambitious project using these platforms has an excellent chance of raising enough capital for the game to be completed and released after two to three months. However, crowdfunding can also turn down big-money projects because of the small chance that the developer can execute successfully.

Crowdfunders also want to play a very large role.",Serious / Formal,LABEL_1,78.52%
"The architectural design of open-world environments significantly impacts the player's cognitive immersion and pathfinding. The design of a virtual world requires a very high degree of fidelity.

A game developer is faced with a number of design trade-offs to bring their project to market, such as ""how much can we show and how many can the player see?"" and ""can the player make sense of anything and everything?""

This article deals with the importance of ""visual fidelity"" by examining three aspects of graphical fidelity:

A detailed world, which means that we need high quality texture assets. These make an enormous difference in the visual experience.

Detailed objects, which include both static art and interactive items, such as NPC's and interactive props and monsters.

An efficient rendering and load time, which means that many complex assets have to be rendered and loaded together.

The high level design decision making and decision making at the technical level involves an integration of the three design goals of a great visual experience.

The Visual and Gameplay Trade-Offs

",Serious / Formal,LABEL_1,62.26%
"Kickstarter campaigns for independent video games demonstrate a shifting dynamic in video game publishing economies. In 2009, when crowdfunding was still new, studios such as Double Fine and Obsidian were able to build full games that raised millions of dollars. In 2013, when crowdfunding reached a critical mass, Kickstarter successfully funded a wide variety of projects. Now, a wide range of publishers and investors are increasingly funding games that could have never been made on their own.

What is a crowdfunding campaign, then? It's a fundraiser for a new game, a product that backers won't play before it exists. A game that, like the original Kickstarter campaign, doesn't have any distribution. Kickstarter is a huge crowdfunded success story.

To the uninitiated, crowdfunding has many faces. Sometimes game developers and publishers offer it as a way to fund an entire game, often complete, as in the case of Shenmue 3. Other projects involve a smaller, more specific subset of the franchise, often a pre-releasing of the game, such as the Shenmue 3 crowdfunding campaign",Serious / Formal,LABEL_1,83.50%
"A formal evaluation of game narrative structures highlights the challenges of branching dialogue choices.

Cultural studies studies, gender studies, sociology, cultural studies, philosophy, anthropology, feminist and queer studies, and related disciplines may take up such studies and expand and enrich the scholarship of game journalism and game criticism.

Games and the arts are both critical disciplines that need to be treated as such, because the role of the artist and the creator of art is so important. We believe that games are both a way to engage gamers who might not normally play an art form or a way to engage players who are intimidated by it. Moreover, games are tools of social commentary and, thus, they are potentially so much more than the games we think they are.

We suggest a holistic approach to assessing games, one that takes into account their artistic, cultural, political and economic significance on a larger scale. We propose such an approach for games that are ""art works"" (eg. games whose stories, music, or graphics are artistic creations) such as video games, games made",Serious / Formal,LABEL_1,77.15%
"The implementation of procedural generation algorithms allows indie developers to create vast, expansive digital landscapes. But for these game-makers, the art of procedural generation goes both ways: The more diverse the environment, the better, because that means richer and varied experiences, from the mundane to the epic.

Today, we're looking at a method used by a game that utilizes terrain diversity to achieve a striking sense of spatial perspective in a single room, while keeping the game world relatively small.

The technique that makes this possible: a procedural noise pattern.

As the name implies, noise patterning is a form of algorithmic generation used to automate the generation of random patterns to enhance the realism of a computer graphics application. The result is a 3D image with a unique visual effect, that could be applied just like the real-world effects produced by random visual noise, like dust blowing in air.

For the purposes of this blog post, we'll be focusing on a random pattern that simulates a variety of realistic visual noise patterns (a.k.a. '",Serious / Formal,LABEL_1,62.55%
"Critical reception of the newly released tactical RPG centers heavily on its punishing difficulty and strategic depth.

Rampage, a game that blends a third-person shooter with RPG elements, has generated positive critical reception, but its release was delayed indefinitely after it lost its crowdfunding campaign. This delay has resulted in criticism and a strong backlash from many who feel that the game is being punished for its design choices (for instance, it features a lack of an MMO component that would make it different from the standard role-playing game).

While the team at Insomniac Games is still looking into the issue, the team member that worked on the game told IGN that they will make another campaign, but the current one is on hold at the moment. The team can also see that people are not happy about their plans regarding the delay.

""The community is still really angry about having to wait more than three years for Rampage. We're working really hard to make it up as soon as we can. But we know that's going to hurt some people. When we announced that",Serious / Formal,LABEL_1,83.98%
"The monetization models of contemporary interactive entertainment are undergoing scrutiny by regulatory bodies. In order to meet ever-increasing demand and remain competitive, game publishers have become more and more focused on the monetization of user data, particularly in relation to in-game advertising. In the United States, the Federal Trade Commission (FTC) has developed a Consumer Privacy Bill of Rights (CPBR). The FTC's latest draft CPPBR, adopted by a unanimous vote of its Commissioner, outlines the consumer's right to know how their personal information [DATA] are used and shared, in addition to the right to control how data are processed. The CPPBR defines personal information as ""any information that specifically identifies or describes an individual,"" and includes an express provision mandating personal data be ""kept private or confidential and deleted or anonymized"" after use by the user. In addition, it states that ""users should possess adequate information for them to give informed consent to the collection, use, and disclosure of personal information, including an indication of any restrictions imposed for particular purposes."" The C",Serious / Formal,LABEL_1,61.57%
"A technical analysis of the game engine demonstrates optimized asset rendering pipelines for high frame rates. The engine uses a single compute shader while displaying to reduce texture costs. For rendering to high resolution (2K). The engine performs single passes (no alpha blending) of the geometry, which reduces memory and processing cost for the textures.

FPS Optimization


As mentioned earlier, the game engine in Fable 3 is one of the most powerful ever conceived. But it will be even more powerful when the game can render to a higher resolution, such as 2K. In fact, the engine has three rendering steps in the game engine.

3rd LOD

The third rendering step is called the 3rd LOD, it renders the 3x3m map which then renders the remaining 2x2m level. This step is also used for rendering other game objects on the map, such as towers. The 3rd LOD reduces the number of draw calls and improves overall performance.

3rd LOD

The 3rd LOD is the 3",Serious / Formal,LABEL_1,80.32%
"The historical evolution of indie game design showcases an increasing emphasis on minimalist aesthetic choices. A small indie studio now has the opportunity to build a game concept that is deeply personal and unique, but in a way that's appealing to both long-established game companies and new game studios. But, like many other independent titles, the indie game industry is constantly undergoing change, as established game makers attempt to adapt to the changing landscape of the market, and newer studios try out new strategies to meet the demands of a changing industry.


While the indie game industry is still a relatively new genre of games, the indie game industry has a long history. The first game created in this genre, the legendary game 'Portal', is still enjoyed by many today. More recently, there are several games such as 'Gauntlet Legends' and 'Candy Crush Saga' that have built an entire genre around the mechanics and gameplay of the game. So it's quite understandable why the small indie studio could have tried to emulate Portal, and have succeeded. In the following, we'll be looking at",Serious / Formal,LABEL_1,84.28%
"The judicial proceedings regarding the recent high-profile indictment are scheduled to commence in federal court. The U.S. Attorney for the Southern District of New York indicted Preet Bharara, the United States Attorney for the Southern District of New York, on December 5, 2011, in connection with a number of financial crimes, including illegal money laundering, securities fraud, bribery and corruption, racketeering and bid-rigging. Since the date of the indictment, Preet Bharara has refused to resign.

The Department of Justice announced that during the past several years, U.S. Department of Justice (DOJ) investigators and U.S. attorneys from other U.S. Attorney's Offices around the nation have undertaken significant investigations into a wide variety of financial crimes. These financial crimes involved a variety of unlawful schemes and included but were not limited to fraud, money laundering, securities fraud, bribery, extortion and narcotics trafficking, among others. The DOJ also provides forfeiture assistance to banks, corporations, and other financial institutions that cooperate with its investigations.

For further information regarding",Serious / Formal,LABEL_1,81.10%
"A statistical analysis of municipal law enforcement data reveals a localized decrease in violent crime indices. This paper uses data obtained through the FBI's Uniform Crime Reporting Program to examine the extent of this effect. It finds evidence that at the regional scale, the decrease in violent crime indices at the county and community levels is statistically larger than at the state level. While this is consistent with the hypothesis that local government policy plays a greater role in criminal justice than the policy environment as a whole, the statistical results are in line with the hypothesis that there was less crime in the past due to a variety of local factors. We find that law enforcement is responsible for about half of the change in violent crime trends across cities and counties since 1984. The findings have important implications for public policy, particularly as local governments seek to enhance the effectiveness of law enforcement through funding. In addition, these findings point to the need to understand the mechanisms responsible for and effects of the observed changes.

In recent years the topic of crime has grown increasingly prominent in the literature. Many argue that the recent surge in violent crime in the",Serious / Formal,LABEL_1,78.47%
"The investigative report details the meticulous forensic evidence compiled by police detectives at the crime scene.

Police found numerous items in the bag of the suspected assassin, including a black suitcase, three belts, two pairs of jeans, a black jacket, a pair of shoes, a blue T-shirt and a green hooded sweatshirt. These items were also found in the home of Mr. Shahid.

Among the most notable of the photographs that detectives found of Mr. Shahid taken that day was a small image of an unidentified young man.

When police arrested Mr. Shahid to question him, they noticed he appeared to be in a ""reactive state,"" meaning he was not in an active state of mind and was in fact quite disturbed.

""When we asked him why he killed the boy, he said he felt he was responsible for the murder,"" one of the police officers said. ""In police interrogation, he denied having killed the boy. He asked for mercy but when that was refused, he stabbed the boy."" Police also found that he may",Serious / Formal,LABEL_1,82.96%
"Legal scholars argue that the supreme court's ruling will establish a significant precedent for criminal jurisprudence. But for the law of rape as well as the case of the victim who is a single woman, a ""one-off"" judgment can have a profound impact on their daily lives.

Facebook Twitter Pinterest Jitender Bhargava is a professor at Columbia Law School's Human Rights Institute and serves as an adviser to rape crisis centers. Photograph: Courtesy of Jill Bialik

Since the incident, Bhargava says he has also been asked by a rape crisis center to refer a patient for medical treatment, because she was unable to complete her exams before the case was settled and a police investigation started. While he acknowledges his decision may not have deterred a rapist from going on to rape a second victim, he believes it played a role in the case ending with a sentence.

""I'm sorry I didn't have a rape kit done on them in this case,"" he says of the two victims' families. He says they were too poor to afford it. ""But",Serious / Formal,LABEL_1,85.60%
"The rapid intervention of local law enforcement units resulted in the immediate arrest of the suspected individual.

(F) The use of lethal force by a member of the armed forces upon the actual or apparent commission of a felony was authorized under section 707 of this title and the suspect presented an immediate threat to seriously interfere with military personnel, equipment, documents, or facilities, or to destroy, damage, or steal them, whether or not imminent lethal force was clearly warranted at the time or the suspect was otherwise acting outside the line of duty.

(G) At the time of the arrest, the suspect exhibited a gun, knife, or other sharp instrument that threatened the lives of one or more military or law enforcement personnel.

(5) The use by a citizen of this state of deadly force in self-defense against another individual does not constitute the defense of property.

(6) The use by a citizen of this state of deadly force in self-defense against another individual does not constitute the defense of another individual's property.

(7) The use",Serious / Formal,LABEL_1,72.51%
"A comprehensive study of justice system reforms examines the socioeconomic impacts of mandatory minimum sentences. Over 30 separate studies from around the world are featured, examining the overall effects of mandatory criminal justice sentences on crime victimization, family formation, crime deterrence, incarceration, and economic opportunities; and the overall effects of reducing the severity of these mandatory sentences on victimizations and other outcomes. More than a decade of research on the issue is cited, and more than two dozen policy recommendations, some of which were developed in the 1990s in the United States, are introduced. Drawing on a wide range of research on criminal justice, this report finds that the majority of research shows that mandatory minimum sentences do not serve to reduce crime or reduce crime victimizations.

Introduction

Mandatory minimum sentences are among the most controversial aspects of U.S. criminal justice policy. While not the subject of much public debate, mandatory minimums have long-lasting effects and have contributed to a growing disparity between the United States and other countries.

Mandatory minimums have evolved in response to a perceived and often",Serious / Formal,LABEL_1,71.97%
"The official statement released by the department outlines the sequence of events leading to the officer-involved shooting.

According to the department, Cates asked the man ""if he was going away"" after he passed him in the crosswalk. According to police, Cates stopped and turned around, at which time the man threw two cans of OC spray at Cates' face.

However, according to police, the officer told him ""no,"" then tried to pull him over. When Cates ignored him and continued to cross the street, the department says the officer attempted to ""pull him over while in a moving car.""

At that point Cates stopped his car, got out of the driver's side, and walked towards the officer. However, the officer was ""forced"" to open fire because Cates continued to advance.

Police said the man was ""swaying"" in the doorway of his home.

""When officers attempted to use force to detain the subject, his conduct became increasingly combative,"" the chief said. ""Ultimately, one officer discharged",Serious / Formal,LABEL_1,80.08%
"Public defenders emphasize the absolute necessity of preserving constitutional protections during criminal trials. They argue that the government can never have an objective reason to suspect a defendant of a crime, because the suspect would not be allowed to argue or admit it himself. It is up to the government to be aware of potential crimes, to be able to obtain the evidence needed to convict the accused, and to investigate the potential crimes and their likely extent. By this definition, we could not be accused, or convicted, either based on our religion or political preferences. For example, a Muslim can be convicted of a violent crime that does not involve the use of violence. The defendant could then be acquitted, because that crime could not be proven by the government (or, for that matter, by a witness who actually witnessed the defendant commit these crimes). But, he could still be convicted of the lesser crime of reckless homicide. He could then be acquitted of both crimes.

Even if our criminal justice system could not be corrupted, it has already been corrupted—for example, by the mass incarceration of",Serious / Formal,LABEL_1,85.25%
"The grand jury has convened to review testimony and determine whether sufficient probable cause exists for prosecution. I hope this doesn't put us in the position of having to decide whether or not to charge,"" the mayor said.

He said he expects the grand jury to meet again on April 2.

A criminal prosecution does not indicate that charges will be filed, but the potential does exist, said George Brauchler, a civil rights attorney who represents two black people injured in the shooting, James Harris and Jeffrey Johnson. They said they will continue to hold a news conference with their clients Thursday afternoon.

Harris also was shot in the leg, but is expected to fully recover. Johnson's injuries include a broken wrist, a lacerated liver and a displaced eye.

Harris and Johnson were in the back of a Dodge Magnum when they were shot, police said. Harris's mother, who was asleep inside, heard his screams. She ran from the kitchen where Johnson was lying on it and into the main living room.

Johnson then ran to the back of the house",Serious / Formal,LABEL_1,82.81%
"Criminologists evaluate the correlation between community policing initiatives and public trust in urban areas. For example, a review of eight metropolitan police departments with high rates of community policing found that trust in police fell in cities where a large percentage of the force is dedicated to community policing and in cities where officers worked closely with community leaders. Community policing efforts can help enhance public trust, but community policing is primarily a response to crime rates, and crime must be contained and decreased to sustain trust in government. Research indicates that community policing initiatives may be most effective at reducing violence when implemented in high-risk areas. Research also shows that community policing is associated with decreases in arrest rates and increases in the arrest of repeat and petty offenders, but less consistent with the claim that arrests are related to community policing. In cities that have adopted policies that encourage community policing, there has been no association between increased community policing and an increase in the overall number of arrests over time. Police have also identified certain factors that predict community policing effectiveness. For example, in urban areas that have implemented policies to increase the number of officers working",Serious / Formal,LABEL_1,80.96%
"The macroeconomic indicators suggest that shifting labor dynamics will heavily influence the upcoming US election cycle. As a society, we can see, if we choose, that labor shortages will create increased job opportunities. But at the same time, if we choose to move away from a market economy, more and more jobs will be lost. This seems like a terrible problem. Our job as economists was to figure out what would happen if we chose the wrong outcomes.

But now we have real data to inform this decision. We can say with certainty that the jobs problem in the US will increase, and there's very little reason to believe we can do anything to make it better. This is where policy goes wrong.

We've all heard about the ""jobless recovery"". But that isn't the whole story: it's an overuse of the term. For example, the latest US employment report said that the US lost 676,000 jobs in January and February (up from December), but that the ""rate of job creation was not the slowest over the past year."" This is",Serious / Formal,LABEL_1,83.98%
"An analytical assessment of the administration's fiscal policy outlines the projected impacts on national job growth.

Analysis of the budgetary assumptions and data on policy proposals (including those proposed by the Trump administration in its recent budget) show that the administration's proposal would lead to an increase in spending of 1.1 percent in 2018 and a projected increase of 0.7 percent in 2019.

The administration's fiscal plan would also increase the federal government's debt by $7.2 trillion over the next decade, including $6.8 trillion in interest payments.

Over the next 10 years, the budget deficit would be $498 billion (including an increase in deficits of nearly $200 billion in 2018), the projected average tax rate on individual income would be over 43 percent, and the number of federal workers would grow by roughly 5 percent.

The federal workforce (the most recent estimates show that the federal workforce in 2018 is about 31,000) represents 19.4 percent of current U.S. workers—a rate twice that of Japan, which ranks just above the United States",Serious / Formal,LABEL_1,85.60%
"Political commentators argue that shifting voter demographics in key states will decide the legislative majority.

The Republican victories this week could help Republican President-elect Donald Trump, who won the election in part because of a strong turnout among voters who opposed him on policies on immigration and trade issues. However, the Trump's administration will not be able to enact any major legislative agenda quickly as congressional Republicans will be faced with a Republican in the White House fighting Republican majorities, and that is not an easy task. Trump faces a daunting task of reassembling Washington's Republican leadership. At least one former GOP member of Congress told the New York Times he didn't even support Trump and was ""tired of doing this for him."" That former lawmaker was former Massachusetts congressman and presidential candidate Scott Brown.

Trump, meanwhile, campaigned on repealing Obamacare and creating tax cuts and has indicated a willingness to do both. However, he will have to deal with the intense polarization of Congress, where GOP control of Washington is in real danger.

Democrats hold a massive advantage in the number of state legislative seats",Serious / Formal,LABEL_1,86.47%
"The economic consequences of trade tariff implementation remain a central point of debate among prominent analysts. Although empirical data on tariff implementation is still lacking, the presence of trade surcharges, which are used by a considerable majority of countries against imports from developing countries, suggests that they have had effects beyond simply raising import prices.

As a consequence of tariff measures, imports from developing countries are in general much more expensive than similar imports from advanced economies, due to the inclusion of various additional duties on imported inputs, like steel. The prices of these goods are thus higher in the developing countries. The trade deficit associated with the imposition of high tariffs may also contribute to high prices for the country's export product (e.g. consumer goods). The introduction of protectionist measures against the imported goods, and consequently of high prices, may reduce economic activity in developing countries and thereby contribute to an increasing trade deficit.

The United States has generally imposed high and additional tariffs on goods from developing countries, in an attempt to protect United States businesses involved in the domestic processing and export of these goods. On the",Serious / Formal,LABEL_1,52.05%
